sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"AGAP4","Approved symbol","AGAP4","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","HGNC:23459","10q11.22"
"AGAP5","Approved symbol","AGAP5","ArfGAP with GTPase domain, ankyrin repeat and PH domain 5","HGNC:23467","10q22.2"
"AGAP6","Approved symbol","AGAP6","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6","HGNC:23466","10q11.23"
"AGAP8","Previous symbol","AGAP4","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","HGNC:23459","10q11.22"
"AGBL2","Approved symbol","AGBL2","ATP/GTP binding protein like 2","HGNC:26296","11p11.2"
"AGBL3","Approved symbol","AGBL3","ATP/GTP binding protein like 3","HGNC:27981","7q33"
"AGBL5","Approved symbol","AGBL5","ATP/GTP binding protein like 5","HGNC:26147","2p23.3"
"AGER","Approved symbol","AGER","advanced glycosylation end-product specific receptor","HGNC:320","6p21.32"
"AGFG1","Approved symbol","AGFG1","ArfGAP with FG repeats 1","HGNC:5175","2q36.3"
"AGFG2","Approved symbol","AGFG2","ArfGAP with FG repeats 2","HGNC:5177","7q22.1"
"AGGF1","Approved symbol","AGGF1","angiogenic factor with G-patch and FHA domains 1","HGNC:24684","5q13.3"
"AGK","Approved symbol","AGK","acylglycerol kinase","HGNC:21869","7q34"
"AGL","Approved symbol","AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","HGNC:321","1p21.2"
"AGMAT","Approved symbol","AGMAT","agmatinase","HGNC:18407","1p36.21"
"AGMO","Approved symbol","AGMO","alkylglycerol monooxygenase","HGNC:33784","7p21.2"
"AGO1","Approved symbol","AGO1","argonaute RISC component 1","HGNC:3262","1p34.3"
"AGO2","Approved symbol","AGO2","argonaute RISC catalytic component 2","HGNC:3263","8q24.3"
"AGO3","Approved symbol","AGO3","argonaute RISC catalytic component 3","HGNC:18421","1p34.3"
"AGO4","Approved symbol","AGO4","argonaute RISC component 4","HGNC:18424","1p34.3"
"AGPAT1","Approved symbol","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1","HGNC:324","6p21.32"
"AGPAT2","Approved symbol","AGPAT2","1-acylglycerol-3-phosphate O-acyltransferase 2","HGNC:325","9q34.3"
"AGPAT3","Approved symbol","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3","HGNC:326","21q22.3"
"AGPAT4","Approved symbol","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","HGNC:20885","6q26"
"AGPAT5","Approved symbol","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5","HGNC:20886","8p23.1"
"AGPAT6","Previous symbol","GPAT4","glycerol-3-phosphate acyltransferase 4","HGNC:20880","8p11.21"
"AGPAT9","Alias symbol","LPCAT1","lysophosphatidylcholine acyltransferase 1","HGNC:25718","5p15.33"
"AGPAT9","Previous symbol","GPAT3","glycerol-3-phosphate acyltransferase 3","HGNC:28157","4q21.23"
"AGPS","Approved symbol","AGPS","alkylglycerone phosphate synthase","HGNC:327","2q31.2"
"AGR2","Approved symbol","AGR2","anterior gradient 2, protein disulphide isomerase family member","HGNC:328","7p21.1"
"AGRN","Approved symbol","AGRN","agrin","HGNC:329","1p36.33"
"AGT","Approved symbol","AGT","angiotensinogen","HGNC:333","1q42.2"
"AGT","Alias symbol","AGXT","alanine--glyoxylate and serine--pyruvate aminotransferase","HGNC:341","2q37.3"
"AGTPBP1","Approved symbol","AGTPBP1","ATP/GTP binding protein 1","HGNC:17258","9q21.33"
"AGTR1","Approved symbol","AGTR1","angiotensin II receptor type 1","HGNC:336","3q24"
"AGTRAP","Approved symbol","AGTRAP","angiotensin II receptor associated protein","HGNC:13539","1p36.22"
"AHCTF1","Approved symbol","AHCTF1","AT-hook containing transcription factor 1","HGNC:24618","1q44"
"AHCY","Approved symbol","AHCY","adenosylhomocysteinase","HGNC:343","20q11.22"
"AHCYL1","Approved symbol","AHCYL1","adenosylhomocysteinase like 1","HGNC:344","1p13.3"
"AHCYL2","Approved symbol","AHCYL2","adenosylhomocysteinase like 2","HGNC:22204","7q32.1"
"AHDC1","Approved symbol","AHDC1","AT-hook DNA binding motif containing 1","HGNC:25230","1p36.11-p35.3"
"AHI1","Approved symbol","AHI1","Abelson helper integration site 1","HGNC:21575","6q23.3"
"AHNAK","Approved symbol","AHNAK","AHNAK nucleoprotein","HGNC:347","11q12.3"
"AHNAK2","Approved symbol","AHNAK2","AHNAK nucleoprotein 2","HGNC:20125","14q32.33"
"AHR","Approved symbol","AHR","aryl hydrocarbon receptor","HGNC:348","7p21.1"
"AHRR","Approved symbol","AHRR","aryl-hydrocarbon receptor repressor","HGNC:346","5p15.33"
"AHSA1","Approved symbol","AHSA1","activator of HSP90 ATPase activity 1","HGNC:1189","14q24.3"
"AHSA2","Previous symbol","AHSA2P","activator of HSP90 ATPase homolog 2, pseudogene","HGNC:20437","2p15"
"AIDA","Approved symbol","AIDA","axin interactor, dorsalization associated","HGNC:25761","1q41"
"AIF1L","Approved symbol","AIF1L","allograft inflammatory factor 1 like","HGNC:28904","9q34.12-q34.13"
"AIFM1","Approved symbol","AIFM1","apoptosis inducing factor mitochondria associated 1","HGNC:8768","Xq26.1"
"AIFM2","Approved symbol","AIFM2","apoptosis inducing factor mitochondria associated 2","HGNC:21411","10q22.1"
"AIFM3","Approved symbol","AIFM3","apoptosis inducing factor mitochondria associated 3","HGNC:26398","22q11.21"
"AIG1","Approved symbol","AIG1","androgen induced 1","HGNC:21607","6q24.2"
"AIM1","Previous symbol","CRYBG1","crystallin beta-gamma domain containing 1","HGNC:356","6q21"
"AIMP1","Approved symbol","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1","HGNC:10648","4q24"
"AIMP2","Approved symbol","AIMP2","aminoacyl tRNA synthetase complex interacting multifunctional protein 2","HGNC:20609","7p22.1"
"AIP","Approved symbol","AIP","aryl hydrocarbon receptor interacting protein","HGNC:358","11q13.2"
"AIP","Alias symbol","AURKAIP1","aurora kinase A interacting protein 1","HGNC:24114","1p36.33"
"AJUBA","Approved symbol","AJUBA","ajuba LIM protein","HGNC:20250","14q11.2"
"AK1","Approved symbol","AK1","adenylate kinase 1","HGNC:361","9q34.11"
"AK2","Approved symbol","AK2","adenylate kinase 2","HGNC:362","1p35.1"
"AK3","Approved symbol","AK3","adenylate kinase 3","HGNC:17376","9p24.1"
"AK3","Previous symbol","AK4","adenylate kinase 4","HGNC:363","1p31.3"
"AK4","Approved symbol","AK4","adenylate kinase 4","HGNC:363","1p31.3"
"AK5","Approved symbol","AK5","adenylate kinase 5","HGNC:365","1p31.1"
"AK7","Approved symbol","AK7","adenylate kinase 7","HGNC:20091","14q32.2"
"AK9","Approved symbol","AK9","adenylate kinase 9","HGNC:33814","6q21"
"AKAP1","Approved symbol","AKAP1","A-kinase anchoring protein 1","HGNC:367","17q22"
"AKAP10","Approved symbol","AKAP10","A-kinase anchoring protein 10","HGNC:368","17p11.2"
"AKAP11","Approved symbol","AKAP11","A-kinase anchoring protein 11","HGNC:369","13q14.11"
"AKAP12","Approved symbol","AKAP12","A-kinase anchoring protein 12","HGNC:370","6q25.1"
"AKAP13","Approved symbol","AKAP13","A-kinase anchoring protein 13","HGNC:371","15q25.3"
"AKAP3","Approved symbol","AKAP3","A-kinase anchoring protein 3","HGNC:373","12p13.32"
"AKAP5","Approved symbol","AKAP5","A-kinase anchoring protein 5","HGNC:375","14q23.3"
"AKAP6","Approved symbol","AKAP6","A-kinase anchoring protein 6","HGNC:376","14q12"
"AKAP7","Approved symbol","AKAP7","A-kinase anchoring protein 7","HGNC:377","6q23.2"
"AKAP8","Approved symbol","AKAP8","A-kinase anchoring protein 8","HGNC:378","19p13.12"
"AKAP8L","Approved symbol","AKAP8L","A-kinase anchoring protein 8 like","HGNC:29857","19p13.12"
"AKAP9","Approved symbol","AKAP9","A-kinase anchoring protein 9","HGNC:379","7q21.2"
"AKIP1","Approved symbol","AKIP1","A-kinase interacting protein 1","HGNC:1170","11p15.4"
"AKIRIN1","Approved symbol","AKIRIN1","akirin 1","HGNC:25744","1p34.3"
"AKIRIN2","Approved symbol","AKIRIN2","akirin 2","HGNC:21407","6q15"
"AKNA","Approved symbol","AKNA","AT-hook transcription factor","HGNC:24108","9q32"
"AKNAD1","Approved symbol","AKNAD1","AKNA domain containing 1","HGNC:28398","1p13.3"
"AKR1A1","Approved symbol","AKR1A1","aldo-keto reductase family 1 member A1","HGNC:380","1p34.1"
"AKR1B1","Approved symbol","AKR1B1","aldo-keto reductase family 1 member B","HGNC:381","7q33"
"AKR1B10","Approved symbol","AKR1B10","aldo-keto reductase family 1 member B10","HGNC:382","7q33"
"AKR1B15","Approved symbol","AKR1B15","aldo-keto reductase family 1 member B15","HGNC:37281","7q33"
"AKR1C1","Approved symbol","AKR1C1","aldo-keto reductase family 1 member C1","HGNC:384","10p15.1"
"AKR1C2","Approved symbol","AKR1C2","aldo-keto reductase family 1 member C2","HGNC:385","10p15.1"
"AKR1C3","Approved symbol","AKR1C3","aldo-keto reductase family 1 member C3","HGNC:386","10p15.1"
"AKR1C4","Approved symbol","AKR1C4","aldo-keto reductase family 1 member C4","HGNC:387","10p15.1"
"AKR1E2","Approved symbol","AKR1E2","aldo-keto reductase family 1 member E2","HGNC:23437","10p15.1"
"AKR7A2","Approved symbol","AKR7A2","aldo-keto reductase family 7 member A2","HGNC:389","1p36.13"
"AKT1","Approved symbol","AKT1","AKT serine/threonine kinase 1","HGNC:391","14q32.33"
"AKT1S1","Approved symbol","AKT1S1","AKT1 substrate 1","HGNC:28426","19q13.33"
"AKT2","Approved symbol","AKT2","AKT serine/threonine kinase 2","HGNC:392","19q13.2"
"AKT3","Approved symbol","AKT3","AKT serine/threonine kinase 3","HGNC:393","1q43-q44"
"AKTIP","Approved symbol","AKTIP","AKT interacting protein","HGNC:16710","16q12.2"
"AL049829.1","Unmatched","","","",""
"AL049840.1","Unmatched","","","",""
"AL136376.1","Unmatched","","","",""
"AL161915.1","Unmatched","","","",""
"AL357673.1","Unmatched","","","",""
"AL441883.1","Unmatched","","","",""
"ALAD","Approved symbol","ALAD","aminolevulinate dehydratase","HGNC:395","9q32"
"ALAS1","Approved symbol","ALAS1","5'-aminolevulinate synthase 1","HGNC:396","3p21.2"
"ALB","Approved symbol","ALB","albumin","HGNC:399","4q13.3"
"ALB","Alias symbol","FBF1","Fas binding factor 1","HGNC:24674","17q25.1"
"ALCAM","Approved symbol","ALCAM","activated leukocyte cell adhesion molecule","HGNC:400","3q13.11"
"ALDH16A1","Approved symbol","ALDH16A1","aldehyde dehydrogenase 16 family member A1","HGNC:28114","19q13.33"
"ALDH18A1","Approved symbol","ALDH18A1","aldehyde dehydrogenase 18 family member A1","HGNC:9722","10q24.1"
"ALDH1A1","Approved symbol","ALDH1A1","aldehyde dehydrogenase 1 family member A1","HGNC:402","9q21.13"
"ALDH1A2","Approved symbol","ALDH1A2","aldehyde dehydrogenase 1 family member A2","HGNC:15472","15q21.3"
"ALDH1A3","Approved symbol","ALDH1A3","aldehyde dehydrogenase 1 family member A3","HGNC:409","15q26.3"
"ALDH1B1","Approved symbol","ALDH1B1","aldehyde dehydrogenase 1 family member B1","HGNC:407","9p13.1"
"ALDH1L2","Approved symbol","ALDH1L2","aldehyde dehydrogenase 1 family member L2","HGNC:26777","12q23.3"
"ALDH2","Approved symbol","ALDH2","aldehyde dehydrogenase 2 family member","HGNC:404","12q24.12"
"ALDH3A1","Approved symbol","ALDH3A1","aldehyde dehydrogenase 3 family member A1","HGNC:405","17p11.2"
"ALDH3A2","Approved symbol","ALDH3A2","aldehyde dehydrogenase 3 family member A2","HGNC:403","17p11.2"
"ALDH3B1","Approved symbol","ALDH3B1","aldehyde dehydrogenase 3 family member B1","HGNC:410","11q13.2"
"ALDH4A1","Approved symbol","ALDH4A1","aldehyde dehydrogenase 4 family member A1","HGNC:406","1p36.13"
"ALDH5A1","Approved symbol","ALDH5A1","aldehyde dehydrogenase 5 family member A1","HGNC:408","6p22.3"
"ALDH6A1","Approved symbol","ALDH6A1","aldehyde dehydrogenase 6 family member A1","HGNC:7179","14q24.3"
"ALDH7A1","Approved symbol","ALDH7A1","aldehyde dehydrogenase 7 family member A1","HGNC:877","5q23.2"
"ALDH9A1","Approved symbol","ALDH9A1","aldehyde dehydrogenase 9 family member A1","HGNC:412","1q24.1"
"ALDOA","Approved symbol","ALDOA","aldolase, fructose-bisphosphate A","HGNC:414","16p11.2"
"ALDOC","Approved symbol","ALDOC","aldolase, fructose-bisphosphate C","HGNC:418","17q11.2"
"ALG1","Approved symbol","ALG1","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase","HGNC:18294","16p13.3"
"ALG10","Approved symbol","ALG10","ALG10 alpha-1,2-glucosyltransferase","HGNC:23162","12p11.1"
"ALG10B","Approved symbol","ALG10B","ALG10 alpha-1,2-glucosyltransferase B","HGNC:31088","12q12"
"ALG11","Approved symbol","ALG11","ALG11 alpha-1,2-mannosyltransferase","HGNC:32456","13q14.3"
"ALG12","Approved symbol","ALG12","ALG12 alpha-1,6-mannosyltransferase","HGNC:19358","22q13.33"
"ALG13","Approved symbol","ALG13","ALG13 UDP-N-acetylglucosaminyltransferase subunit","HGNC:30881","Xq23"
"ALG14","Approved symbol","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit","HGNC:28287","1p21.3"
"ALG2","Approved symbol","ALG2","ALG2 alpha-1,3/1,6-mannosyltransferase","HGNC:23159","9q22.33"
"ALG3","Approved symbol","ALG3","ALG3 alpha-1,3- mannosyltransferase","HGNC:23056","3q27.1"
"ALG5","Approved symbol","ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase","HGNC:20266","13q13.3"
"ALG6","Approved symbol","ALG6","ALG6 alpha-1,3-glucosyltransferase","HGNC:23157","1p31.3"
"ALG8","Approved symbol","ALG8","ALG8 alpha-1,3-glucosyltransferase","HGNC:23161","11q14.1"
"ALG9","Approved symbol","ALG9","ALG9 alpha-1,2-mannosyltransferase","HGNC:15672","11q23.1"
"ALKBH1","Approved symbol","ALKBH1","alkB homolog 1, histone H2A dioxygenase","HGNC:17911","14q24.3"
"ALKBH2","Approved symbol","ALKBH2","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase","HGNC:32487","12q24.11"
"ALKBH3","Approved symbol","ALKBH3","alkB homolog 3, alpha-ketoglutaratedependent dioxygenase","HGNC:30141","11p11.2"
"ALKBH4","Approved symbol","ALKBH4","alkB homolog 4, lysine demethylase","HGNC:21900","7q22.1"
"ALKBH5","Approved symbol","ALKBH5","alkB homolog 5, RNA demethylase","HGNC:25996","17p11.2"
"ALKBH6","Approved symbol","ALKBH6","alkB homolog 6","HGNC:28243","19q13.12"
"ALKBH7","Approved symbol","ALKBH7","alkB homolog 7","HGNC:21306","19p13.3"
"ALKBH8","Approved symbol","ALKBH8","alkB homolog 8, tRNA methyltransferase","HGNC:25189","11q22.3"
"ALMS1","Approved symbol","ALMS1","ALMS1 centrosome and basal body associated protein","HGNC:428","2p13.1"
"ALPK1","Approved symbol","ALPK1","alpha kinase 1","HGNC:20917","4q25"
"ALPK2","Approved symbol","ALPK2","alpha kinase 2","HGNC:20565","18q21.31-q21.32"
"ALPK3","Approved symbol","ALPK3","alpha kinase 3","HGNC:17574","15q25.3"
"ALS2","Approved symbol","ALS2","alsin Rho guanine nucleotide exchange factor ALS2","HGNC:443","2q33.1"
"ALS2CL","Approved symbol","ALS2CL","ALS2 C-terminal like","HGNC:20605","3p21.31"
"ALX1","Approved symbol","ALX1","ALX homeobox 1","HGNC:1494","12q21.31"
"ALX4","Approved symbol","ALX4","ALX homeobox 4","HGNC:450","11p11.2"
"ALYREF","Approved symbol","ALYREF","Aly/REF export factor","HGNC:19071","17q25.3"
"AMACR","Approved symbol","AMACR","alpha-methylacyl-CoA racemase","HGNC:451","5p13.2"
"AMBP","Approved symbol","AMBP","alpha-1-microglobulin/bikunin precursor","HGNC:453","9q32"
"AMBRA1","Approved symbol","AMBRA1","autophagy and beclin 1 regulator 1","HGNC:25990","11p11.2"
"AMD1","Approved symbol","AMD1","adenosylmethionine decarboxylase 1","HGNC:457","6q21"
"AMDHD1","Approved symbol","AMDHD1","amidohydrolase domain containing 1","HGNC:28577","12q23.1"
"AMDHD2","Approved symbol","AMDHD2","amidohydrolase domain containing 2","HGNC:24262","16p13.3"
"AMER1","Approved symbol","AMER1","APC membrane recruitment protein 1","HGNC:26837","Xq11.2"
"AMFR","Approved symbol","AMFR","autocrine motility factor receptor","HGNC:463","16q13"
"AMH","Approved symbol","AMH","anti-Mullerian hormone","HGNC:464","19p13.3"
"AMIGO1","Approved symbol","AMIGO1","adhesion molecule with Ig like domain 1","HGNC:20824","1p13.3"
"AMIGO2","Approved symbol","AMIGO2","adhesion molecule with Ig like domain 2","HGNC:24073","12q13.11"
"AMMECR1","Approved symbol","AMMECR1","AMMECR nuclear protein 1","HGNC:467","Xq23"
"AMMECR1L","Approved symbol","AMMECR1L","AMMECR1 like","HGNC:28658","2q14.3"
"AMN1","Approved symbol","AMN1","antagonist of mitotic exit network 1 homolog","HGNC:27281","12p11.21"
"AMOT","Approved symbol","AMOT","angiomotin","HGNC:17810","Xq23"
"AMOTL1","Approved symbol","AMOTL1","angiomotin like 1","HGNC:17811","11q21"
"AMOTL2","Approved symbol","AMOTL2","angiomotin like 2","HGNC:17812","3q22.2"
"AMPD2","Approved symbol","AMPD2","adenosine monophosphate deaminase 2","HGNC:469","1p13.3"
"AMPD3","Approved symbol","AMPD3","adenosine monophosphate deaminase 3","HGNC:470","11p15.4"
"AMT","Approved symbol","AMT","aminomethyltransferase","HGNC:473","3p21.31"
"AMZ2","Approved symbol","AMZ2","archaelysin family metallopeptidase 2","HGNC:28041","17q24.2"
"ANAPC1","Approved symbol","ANAPC1","anaphase promoting complex subunit 1","HGNC:19988","2q13"
"ANAPC10","Approved symbol","ANAPC10","anaphase promoting complex subunit 10","HGNC:24077","4q31.21"
"ANAPC11","Approved symbol","ANAPC11","anaphase promoting complex subunit 11","HGNC:14452","17q25.3"
"ANAPC13","Approved symbol","ANAPC13","anaphase promoting complex subunit 13","HGNC:24540","3q22.2"
"ANAPC15","Approved symbol","ANAPC15","anaphase promoting complex subunit 15","HGNC:24531","11q13.4"
"ANAPC16","Approved symbol","ANAPC16","anaphase promoting complex subunit 16","HGNC:26976","10q22.1"
"ANAPC2","Approved symbol","ANAPC2","anaphase promoting complex subunit 2","HGNC:19989","9q34.3"
"ANAPC4","Approved symbol","ANAPC4","anaphase promoting complex subunit 4","HGNC:19990","4p15.2"
"ANAPC5","Approved symbol","ANAPC5","anaphase promoting complex subunit 5","HGNC:15713","12q24.31"
"ANAPC7","Approved symbol","ANAPC7","anaphase promoting complex subunit 7","HGNC:17380","12q24.11"
"ANG","Approved symbol","ANG","angiogenin","HGNC:483","14q11.2"
"ANGEL1","Approved symbol","ANGEL1","angel homolog 1","HGNC:19961","14q24.3"
"ANGEL2","Approved symbol","ANGEL2","angel homolog 2","HGNC:30534","1q32.3"
"ANGPT1","Approved symbol","ANGPT1","angiopoietin 1","HGNC:484","8q23.1"
"ANGPTL4","Approved symbol","ANGPTL4","angiopoietin like 4","HGNC:16039","19p13.2"
"ANK1","Approved symbol","ANK1","ankyrin 1","HGNC:492","8p11.21"
"ANK2","Approved symbol","ANK2","ankyrin 2","HGNC:493","4q25-q26"
"ANK3","Approved symbol","ANK3","ankyrin 3","HGNC:494","10q21.2"
"ANKAR","Approved symbol","ANKAR","ankyrin and armadillo repeat containing","HGNC:26350","2q32.2"
"ANKDD1A","Approved symbol","ANKDD1A","ankyrin repeat and death domain containing 1A","HGNC:28002","15q22.31"
"ANKEF1","Approved symbol","ANKEF1","ankyrin repeat and EF-hand domain containing 1","HGNC:15803","20p12.2"
"ANKFY1","Approved symbol","ANKFY1","ankyrin repeat and FYVE domain containing 1","HGNC:20763","17p13.2"
"ANKH","Approved symbol","ANKH","ANKH inorganic pyrophosphate transport regulator","HGNC:15492","5p15.2"
"ANKHD1","Approved symbol","ANKHD1","ankyrin repeat and KH domain containing 1","HGNC:24714","5q31.3"
"ANKIB1","Approved symbol","ANKIB1","ankyrin repeat and IBR domain containing 1","HGNC:22215","7q21.2"
"ANKLE1","Approved symbol","ANKLE1","ankyrin repeat and LEM domain containing 1","HGNC:26812","19p13.11"
"ANKLE2","Approved symbol","ANKLE2","ankyrin repeat and LEM domain containing 2","HGNC:29101","12q24.33"
"ANKMY1","Approved symbol","ANKMY1","ankyrin repeat and MYND domain containing 1","HGNC:20987","2q37.3"
"ANKMY2","Approved symbol","ANKMY2","ankyrin repeat and MYND domain containing 2","HGNC:25370","7p21.1"
"ANKRA2","Approved symbol","ANKRA2","ankyrin repeat family A member 2","HGNC:13208","5q13.2"
"ANKRD1","Approved symbol","ANKRD1","ankyrin repeat domain 1","HGNC:15819","10q23.31"
"ANKRD10","Approved symbol","ANKRD10","ankyrin repeat domain 10","HGNC:20265","13q34"
"ANKRD11","Approved symbol","ANKRD11","ankyrin repeat domain 11","HGNC:21316","16q24.3"
"ANKRD12","Approved symbol","ANKRD12","ankyrin repeat domain 12","HGNC:29135","18p11.22"
"ANKRD13A","Approved symbol","ANKRD13A","ankyrin repeat domain 13A","HGNC:21268","12q24.11"
"ANKRD13B","Approved symbol","ANKRD13B","ankyrin repeat domain 13B","HGNC:26363","17q11.2"
